timeperiod,gt_date,Material,SubLotItemId,ComponentName,P100MOD_Lower_Spec,P100MOD_Upper_Spec,P100MOD_Actual,P10MOD_Lower_Spec,P10MOD_Upper_Spec,P10MOD_Actual,P300MOD_Lower_Spec,P300MOD_Upper_Spec,P300MOD_Actual,PDISP30X_Lower_Spec,PDISP30X_Upper_Spec,PDISP30X_Actual,PEB_Lower_Spec,PEB_Upper_Spec,PEB_Actual,PHARD_Lower_Spec,PHARD_Upper_Spec,PHARD_Actual,PMDRMH_Lower_Spec,PMDRMH_Upper_Spec,PMDRMH_Actual,PMDRML_Lower_Spec,PMDRML_Upper_Spec,PMDRML_Actual,PMDRT10_Lower_Spec,PMDRT10_Upper_Spec,PMDRT10_Actual,PMDRT2_Lower_Spec,PMDRT2_Upper_Spec,PMDRT2_Actual,PMDRT50_Lower_Spec,PMDRT50_Upper_Spec,PMDRT50_Actual,PMDRT90_Lower_Spec,PMDRT90_Upper_Spec,PMDRT90_Actual,PMIV_Lower_Spec,PMIV_Upper_Spec,PMIV_Actual,PML4_Lower_Spec,PML4_Upper_Spec,PML4_Actual,PMV_Lower_Spec,PMV_Upper_Spec,PMV_Actual,PRBRESIL_Lower_Spec,PRBRESIL_Upper_Spec,PRBRESIL_Actual,PSPGR_Lower_Spec,PSPGR_Upper_Spec,PSPGR_Actual,PT35_Lower_Spec,PT35_Upper_Spec,PT35_Actual,PT5_Lower_Spec,PT5_Upper_Spec,PT5_Actual,PTENSTG_Lower_Spec,PTENSTG_Upper_Spec,PTENSTG_Actual
Control 2,19-04-2022,2156016WSTA1TL-MCB,4L422022417144146,Cap,,,,,,,,,,,,,,,,,,,10,14,13.14,10,3,2.19,1,3,0.37,1,3,0.43,1,3,0.54,0.66,0.9,0.74,,,,,,,,,,,,,,,,,,,,,,,,
Control 2,17-04-2022,2156016WSTA1TL-MCB,4L42202241741735,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,10.25,8.5,,,,,,,,,,,,1.2,1.44,1.37,,,,,,,,,,,,,1.087,1.107,1.091,,,,,,,,,
Control 2,18-04-2022,2156016WSTA1TL-MCB,4L42202241741735,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,10.25,8.5,,,,,,,,,,,,1.2,1.44,1.37,,,,,,,,,,,,,1.087,1.107,1.091,,,,,,,,,
Control 2,19-04-2022,2156016WSTA1TL-MCB,4L42202241741735,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,10.25,8.5,,,,,,,,,,,,1.2,1.44,1.37,,,,,,,,,,,,,1.087,1.107,1.091,,,,,,,,,
Control 2,17-04-2022,2156016WSTA1TL-MCB,4L42202241473931,Cap,,,,,,,,,,,,,,,,,,,12,16,15.4,12,4,2.45,1,3,0.69,1,3,0.76,1,3,1.03,1.4,1.8,1.68,,,,,,,,,,46.5,52.5,49.16,1.144,1.164,1.151,,,,,,,,,
Control 2,18-04-2022,2156016WSTA1TL-MCB,4L4220224130505,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,15.24,12.5,,,,,,,,,,,,0.67,0.93,0.8,,,,,,,,,,66.5,72.5,68.7,,,,,,,,,,,,
Control 2,19-04-2022,2156016WSTA1TL-MCB,4L4220224130505,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,15.24,12.5,,,,,,,,,,,,0.67,0.93,0.8,,,,,,,,,,66.5,72.5,68.7,,,,,,,,,,,,
Control 2,18-04-2022,2156016WSTA1TL-MCB,4L42202241623926,Cap,,,,,,,,,,,,,,,,,,,12,16,14.03,12,4,2.44,1,3,0.66,1,3,0.75,1,3,0.97,1.4,1.8,1.55,1,3,62,,,,48,58,50.5,46.5,52.5,49.55,1.144,1.164,1.148,13.5,18.5,15.94,10.5,14.5,12.7,,,
Control 2,19-04-2022,2156016WSTA1TL-MCB,4L42202241623926,Cap,,,,,,,,,,,,,,,,,,,12,16,14.03,12,4,2.44,1,3,0.66,1,3,0.75,1,3,0.97,1.4,1.8,1.55,1,3,62,,,,48,58,50.5,46.5,52.5,49.55,1.144,1.164,1.148,13.5,18.5,15.94,10.5,14.5,12.7,,,
Control 2,18-04-2022,2156016WSTA1TL-MCB,4L422022416225558,Cap,,,,,,,,,,,,,,,,,,,12,16,14.82,12,4,2.42,1,3,0.65,1,3,0.74,1,3,0.97,1.4,1.8,1.56,,,,,,,,,,46.5,52.5,49.55,1.144,1.164,1.149,,,,,,,,,
Control 2,19-04-2022,2156016WSTA1TL-MCB,4L422022416225558,Cap,,,,,,,,,,,,,,,,,,,12,16,14.82,12,4,2.42,1,3,0.65,1,3,0.74,1,3,0.97,1.4,1.8,1.56,,,,,,,,,,46.5,52.5,49.55,1.144,1.164,1.149,,,,,,,,,
Control 2,18-04-2022,2156016WSTA1TL-MCB,4L42202241623251,Cap,,,,,,,,,,,,,,,,,,,12,16,14.53,12,4,2.39,1,3,0.66,1,3,0.74,1,3,0.97,1.4,1.8,1.51,,,,,,,,,,46.5,52.5,49.73,1.144,1.164,1.149,,,,,,,,,
Control 2,19-04-2022,2156016WSTA1TL-MCB,4L42202241623251,Cap,,,,,,,,,,,,,,,,,,,12,16,14.53,12,4,2.39,1,3,0.66,1,3,0.74,1,3,0.97,1.4,1.8,1.51,,,,,,,,,,46.5,52.5,49.73,1.144,1.164,1.149,,,,,,,,,
Control 2,18-04-2022,2156016WSTA1TL-MCB,4L4220224174446,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,10.41,8.5,,,,,,,,,,,,1.2,1.44,1.36,,,,,,,,,,,,,1.087,1.107,1.092,,,,,,,,,
Control 2,19-04-2022,2156016WSTA1TL-MCB,4L4220224174446,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,10.41,8.5,,,,,,,,,,,,1.2,1.44,1.36,,,,,,,,,,,,,1.087,1.107,1.092,,,,,,,,,
Control 2,18-04-2022,2156016WSTA1TL-MCB,4L42202241622481,Cap,,,,,,,,,,,,,,,,,,,12,16,14.97,12,4,2.37,1,3,0.65,1,3,0.73,1,3,0.96,1.4,1.8,1.52,,,,,,,,,,46.5,52.5,49.85,1.144,1.164,1.148,,,,,,,,,
Control 2,19-04-2022,2156016WSTA1TL-MCB,4L42202241622481,Cap,,,,,,,,,,,,,,,,,,,12,16,14.97,12,4,2.37,1,3,0.65,1,3,0.73,1,3,0.96,1.4,1.8,1.52,,,,,,,,,,46.5,52.5,49.85,1.144,1.164,1.148,,,,,,,,,
Control 2,18-04-2022,2156016WSTA1TL-MCB,4L42202241623710,Cap,,,,,,,,,,,,,,,,,,,12,16,14.39,12,4,2.43,1,3,0.66,1,3,0.75,1,3,0.99,1.4,1.8,1.59,,,,,,,,,,46.5,52.5,49.55,1.144,1.164,1.147,,,,,,,,,
Control 2,19-04-2022,2156016WSTA1TL-MCB,4L42202241623710,Cap,,,,,,,,,,,,,,,,,,,12,16,14.39,12,4,2.43,1,3,0.66,1,3,0.75,1,3,0.99,1.4,1.8,1.59,,,,,,,,,,46.5,52.5,49.55,1.144,1.164,1.147,,,,,,,,,
Control 2,18-04-2022,2156016WSTA1TL-MCB,4L42202241623133,Cap,,,,,,,,,,,,,,,,,,,12,16,15.07,12,4,2.46,1,3,0.66,1,3,0.74,1,3,0.98,1.4,1.8,1.54,1,3,62,,,,48,58,50.2,46.5,52.5,49.64,1.144,1.164,1.153,13.5,18.5,16.08,10.5,14.5,12.78,,,
Control 2,19-04-2022,2156016WSTA1TL-MCB,4L42202241623133,Cap,,,,,,,,,,,,,,,,,,,12,16,15.07,12,4,2.46,1,3,0.66,1,3,0.74,1,3,0.98,1.4,1.8,1.54,1,3,62,,,,48,58,50.2,46.5,52.5,49.64,1.144,1.164,1.153,13.5,18.5,16.08,10.5,14.5,12.78,,,
Control 2,18-04-2022,2156016WSTA1TL-MCB,4L42202241622539,Cap,,,,,,,,,,,,,,,,,,,12,16,14.38,12,4,2.42,1,3,0.67,1,3,0.76,1,3,1,1.4,1.8,1.62,1,3,65.2,,,,48,58,51.2,46.5,52.5,49.46,1.144,1.164,1.151,13.5,18.5,16.61,10.5,14.5,13.17,,,
Control 2,19-04-2022,2156016WSTA1TL-MCB,4L42202241622539,Cap,,,,,,,,,,,,,,,,,,,12,16,14.38,12,4,2.42,1,3,0.67,1,3,0.76,1,3,1,1.4,1.8,1.62,1,3,65.2,,,,48,58,51.2,46.5,52.5,49.46,1.144,1.164,1.151,13.5,18.5,16.61,10.5,14.5,13.17,,,
Control 2,18-04-2022,2156016WSTA1TL-MCB,4L422022416224647,Cap,,,,,,,,,,,,,,,,,,,12,16,14.82,12,4,2.37,1,3,0.66,1,3,0.74,1,3,0.97,1.4,1.8,1.53,1,3,64.7,,,,48,58,50.9,46.5,52.5,49.4,1.144,1.164,1.152,13.5,18.5,15.96,10.5,14.5,12.67,,,
Control 2,19-04-2022,2156016WSTA1TL-MCB,4L422022416224647,Cap,,,,,,,,,,,,,,,,,,,12,16,14.82,12,4,2.37,1,3,0.66,1,3,0.74,1,3,0.97,1.4,1.8,1.53,1,3,64.7,,,,48,58,50.9,46.5,52.5,49.4,1.144,1.164,1.152,13.5,18.5,15.96,10.5,14.5,12.67,,,
Control 2,19-04-2022,2156016WSTA1TL-MCB,4L4220224183557,Cap,,,,,,,,,,,,,,,,,,,10,14,12.9,10,3,2.15,1,3,0.37,1,3,0.43,1,3,0.55,0.66,0.9,0.76,,,,,,,,,,,,,,,,,,,,,,,,
Control 2,20-04-2022,2156016WSTA1TL-MCB,4L4220224183557,Cap,,,,,,,,,,,,,,,,,,,10,14,12.9,10,3,2.15,1,3,0.37,1,3,0.43,1,3,0.55,0.66,0.9,0.76,,,,,,,,,,,,,,,,,,,,,,,,
Control 2,19-04-2022,2156016WSTA1TL-MCB,4L4220224183319,Cap,,,,,,,,,,,,,,,,,,,12,16,15.15,12,4,2.62,1,4,0.67,1,3,0.75,1,3,1,1.4,1.8,1.62,,,,,,,,,,46.5,52.5,49.64,1.144,1.164,1.151,,,,,,,,,
Control 2,20-04-2022,2156016WSTA1TL-MCB,4L4220224183319,Cap,,,,,,,,,,,,,,,,,,,12,16,15.15,12,4,2.62,1,4,0.67,1,3,0.75,1,3,1,1.4,1.8,1.62,,,,,,,,,,46.5,52.5,49.64,1.144,1.164,1.151,,,,,,,,,
Control 2,19-04-2022,2156016WSTA1TL-MCB,4L42202241831916,Cap,,,,,,,,,,,,,,,,,,,12,16,15.48,12,4,2.64,1,4,0.67,1,3,0.75,1,3,1,1.4,1.8,1.61,,,,,,,,,,46.5,52.5,49.19,1.144,1.164,1.149,,,,,,,,,
Control 2,20-04-2022,2156016WSTA1TL-MCB,4L42202241831916,Cap,,,,,,,,,,,,,,,,,,,12,16,15.48,12,4,2.64,1,4,0.67,1,3,0.75,1,3,1,1.4,1.8,1.61,,,,,,,,,,46.5,52.5,49.19,1.144,1.164,1.149,,,,,,,,,
Control 2,19-04-2022,2156016WSTA1TL-MCB,4L42202241825253,Cap,,,,,,,,,,,,,,,,,,,12,16,14.68,12,4,2.47,1,4,0.65,1,3,0.74,1,3,0.98,1.4,1.8,1.6,1,3,68.8,,,,48,58,53.4,46.5,52.5,49.91,1.144,1.164,1.153,13.5,18.5,16.66,10.5,14.5,13.17,,,
Control 2,20-04-2022,2156016WSTA1TL-MCB,4L42202241825253,Cap,,,,,,,,,,,,,,,,,,,12,16,14.68,12,4,2.47,1,4,0.65,1,3,0.74,1,3,0.98,1.4,1.8,1.6,1,3,68.8,,,,48,58,53.4,46.5,52.5,49.91,1.144,1.164,1.153,13.5,18.5,16.66,10.5,14.5,13.17,,,
Control 2,19-04-2022,2156016WSTA1TL-MCB,4L42202241831232,Cap,,,,,,,,,,,,,,,,,,,12,16,15.14,12,4,2.62,1,4,0.67,1,3,0.76,1,3,1.02,1.4,1.8,1.66,,,,,,,,,,46.5,52.5,49.49,1.144,1.164,1.148,,,,,,,,,
Control 2,20-04-2022,2156016WSTA1TL-MCB,4L42202241831232,Cap,,,,,,,,,,,,,,,,,,,12,16,15.14,12,4,2.62,1,4,0.67,1,3,0.76,1,3,1.02,1.4,1.8,1.66,,,,,,,,,,46.5,52.5,49.49,1.144,1.164,1.148,,,,,,,,,
Control 2,19-04-2022,2156016WSTA1TL-MCB,4L42202241754332,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,10.62,8.5,,,,,,,,,,,,1.1,1.34,1.19,,,,,,,,,,,,,1.087,1.107,1.102,,,,,,,,,
Control 2,20-04-2022,2156016WSTA1TL-MCB,4L42202241754332,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,10.62,8.5,,,,,,,,,,,,1.1,1.34,1.19,,,,,,,,,,,,,1.087,1.107,1.102,,,,,,,,,
Control 2,19-04-2022,2156016WSTA1TL-MCB,4L422022414165037,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,14.91,12.5,,,,,,,,,,,,0.67,0.93,0.84,,,,,,,,,,66.5,72.5,68.6,,,,,,,,,,,,
Control 2,20-04-2022,2156016WSTA1TL-MCB,4L422022414165037,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,14.91,12.5,,,,,,,,,,,,0.67,0.93,0.84,,,,,,,,,,66.5,72.5,68.6,,,,,,,,,,,,
Control 2,19-04-2022,2156016WSTA1TL-MCB,4L4220224175417,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,9.56,8.5,,,,,,,,,,,,1.1,1.34,1.22,,,,,,,,,,,,,1.087,1.107,1.101,,,,,,,,,
Control 2,20-04-2022,2156016WSTA1TL-MCB,4L4220224175417,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,9.56,8.5,,,,,,,,,,,,1.1,1.34,1.22,,,,,,,,,,,,,1.087,1.107,1.101,,,,,,,,,
Control 2,19-04-2022,2156016WSTA1TL-MCB,4L422022414163323,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,14.62,12.5,,,,,,,,,,,,0.67,0.93,0.84,,,,,,,,,,66.5,72.5,68.3,,,,,,,,,,,,
Control 2,20-04-2022,2156016WSTA1TL-MCB,4L422022414163323,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,14.62,12.5,,,,,,,,,,,,0.67,0.93,0.84,,,,,,,,,,66.5,72.5,68.3,,,,,,,,,,,,
Control 2,19-04-2022,2156016WSTA1TL-MCB,4L42202241825043,Cap,,,,,,,,,,,,,,,,,,,12,16,15.45,12,4,2.57,1,4,0.66,1,3,0.74,1,3,0.99,1.4,1.8,1.6,,,,,,,,,,46.5,52.5,49.67,1.144,1.164,1.149,,,,,,,,,
Control 2,20-04-2022,2156016WSTA1TL-MCB,4L42202241825043,Cap,,,,,,,,,,,,,,,,,,,12,16,15.45,12,4,2.57,1,4,0.66,1,3,0.74,1,3,0.99,1.4,1.8,1.6,,,,,,,,,,46.5,52.5,49.67,1.144,1.164,1.149,,,,,,,,,
Control 2,19-04-2022,2156016WSTA1TL-MCB,4L42202241831123,Cap,,,,,,,,,,,,,,,,,,,12,16,15.45,12,4,2.6,1,4,0.66,1,3,0.74,1,3,1,1.4,1.8,1.63,1,3,70.9,,,,48,58,55,46.5,52.5,49.04,1.144,1.164,1.152,13.5,18.5,16.89,10.5,14.5,13.27,,,
Control 2,20-04-2022,2156016WSTA1TL-MCB,4L42202241831123,Cap,,,,,,,,,,,,,,,,,,,12,16,15.45,12,4,2.6,1,4,0.66,1,3,0.74,1,3,1,1.4,1.8,1.63,1,3,70.9,,,,48,58,55,46.5,52.5,49.04,1.144,1.164,1.152,13.5,18.5,16.89,10.5,14.5,13.27,,,
Control 2,19-04-2022,2156016WSTA1TL-MCB,4L4220224183182,Cap,,,,,,,,,,,,,,,,,,,12,16,14.79,12,4,2.52,1,4,0.65,1,3,0.74,1,3,0.98,1.4,1.8,1.63,,,,,,,,,,46.5,52.5,49.52,1.144,1.164,1.148,,,,,,,,,
Control 2,20-04-2022,2156016WSTA1TL-MCB,4L4220224183182,Cap,,,,,,,,,,,,,,,,,,,12,16,14.79,12,4,2.52,1,4,0.65,1,3,0.74,1,3,0.98,1.4,1.8,1.63,,,,,,,,,,46.5,52.5,49.52,1.144,1.164,1.148,,,,,,,,,
Control 2,19-04-2022,2156016WSTA1TL-MCB,4L422022414165151,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,14.85,12.5,,,,,,,,,,,,0.67,0.93,0.83,,,,,,,,,,66.5,72.5,68.1,,,,,,,,,,,,
Control 2,19-04-2022,2156016WSTA1TL-MCB,4L4220224183425,Cap,,,,,,,,,,,,,,,,,,,12,16,15,12,4,2.56,1,4,0.66,1,3,0.75,1,3,1,1.4,1.8,1.61,,,,,,,,,,46.5,52.5,49.19,1.144,1.164,1.148,,,,,,,,,
Control 2,19-04-2022,2156016WSTA1TL-MCB,4L42202241825457,Cap,,,,,,,,,,,,,,,,,,,12,16,15.57,12,4,2.58,1,4,0.66,1,3,0.73,1,3,0.98,1.4,1.8,1.58,,,,,,,,,,46.5,52.5,49.64,1.144,1.164,1.152,,,,,,,,,
Control 2,19-04-2022,2156016WSTA1TL-MCB,4L42202241831610,Cap,,,,,,,,,,,,,,,,,,,12,16,15.04,12,4,2.56,1,4,0.66,1,3,0.74,1,3,0.99,1.4,1.8,1.62,,,,,,,,,,46.5,52.5,49.31,1.144,1.164,1.148,,,,,,,,,
Control 2,20-04-2022,2156016WSTA1TL-MCB,4L422022420195929,Cap,,,,,,,,,,,,,,,,,,,12,16,15.31,12,4,2.56,1,4,0.68,1,3,0.76,1,3,1.02,1.4,1.8,1.68,1,3,69.6,,,,48,58,53.7,46.5,52.5,49.55,1.144,1.164,1.149,13.5,18.5,16.81,10.5,14.5,13.38,,,
Control 2,21-04-2022,2156016WSTA1TL-MCB,4L422022420195929,Cap,,,,,,,,,,,,,,,,,,,12,16,15.31,12,4,2.56,1,4,0.68,1,3,0.76,1,3,1.02,1.4,1.8,1.68,1,3,69.6,,,,48,58,53.7,46.5,52.5,49.55,1.144,1.164,1.149,13.5,18.5,16.81,10.5,14.5,13.38,,,
Control 2,20-04-2022,2156016WSTA1TL-MCB,4L422022420202111,Cap,,,,,,,,,,,,,,,,,,,12,16,15.55,12,4,2.68,1,4,0.63,1,3,0.7,1,3,0.93,1.4,1.8,1.59,,,,,,,,,,46.5,52.5,50.03,1.144,1.164,1.151,,,,,,,,,
Control 2,21-04-2022,2156016WSTA1TL-MCB,4L422022420202111,Cap,,,,,,,,,,,,,,,,,,,12,16,15.55,12,4,2.68,1,4,0.63,1,3,0.7,1,3,0.93,1.4,1.8,1.59,,,,,,,,,,46.5,52.5,50.03,1.144,1.164,1.151,,,,,,,,,
Control 2,20-04-2022,2156016WSTA1TL-MCB,4L422022420202342,Cap,340,540,401.223,90,131,106.51,1200,1700,1340.22,,,,430,580,530.574,,,,12,16,15.54,12,4,2.55,1,4,0.66,1,3,0.73,1,3,0.98,1.4,1.8,1.64,,,,,,,,,,46.5,52.5,49.49,1.144,1.164,1.15,,,,,,,2450,3250,2773.41
Control 2,21-04-2022,2156016WSTA1TL-MCB,4L422022420202342,Cap,340,540,401.223,90,131,106.51,1200,1700,1340.22,,,,430,580,530.574,,,,12,16,15.54,12,4,2.55,1,4,0.66,1,3,0.73,1,3,0.98,1.4,1.8,1.64,,,,,,,,,,46.5,52.5,49.49,1.144,1.164,1.15,,,,,,,2450,3250,2773.41
Control 2,20-04-2022,2156016WSTA1TL-MCB,4L42202242020813,Cap,,,,,,,,,,,,,,,,,,,12,16,15.64,12,4,2.58,1,4,0.65,1,3,0.72,1,3,0.97,1.4,1.8,1.6,1,3,69.4,,,,48,58,53.9,46.5,52.5,49.88,1.144,1.164,1.149,13.5,18.5,16.48,10.5,14.5,13.13,,,
Control 2,21-04-2022,2156016WSTA1TL-MCB,4L42202242020813,Cap,,,,,,,,,,,,,,,,,,,12,16,15.64,12,4,2.58,1,4,0.65,1,3,0.72,1,3,0.97,1.4,1.8,1.6,1,3,69.4,,,,48,58,53.9,46.5,52.5,49.88,1.144,1.164,1.149,13.5,18.5,16.48,10.5,14.5,13.13,,,
Control 2,20-04-2022,2156016WSTA1TL-MCB,4L422022417142215,Cap,,,,,,,,,,,,,,,,58,64,63,10.9,14.1,13.55,10.9,3,2.62,1,3,0.52,1,3,0.65,1,3,0.87,1.22,1.58,1.38,,,,,,,,,,,,,,,1.127,,,,,,,,,
Control 2,21-04-2022,2156016WSTA1TL-MCB,4L422022417142215,Cap,,,,,,,,,,,,,,,,58,64,63,10.9,14.1,13.55,10.9,3,2.62,1,3,0.52,1,3,0.65,1,3,0.87,1.22,1.58,1.38,,,,,,,,,,,,,,,1.127,,,,,,,,,
Control 2,22-04-2022,2156016WSTA1TL-MCB,4L422022417142215,Cap,,,,,,,,,,,,,,,,58,64,63,10.9,14.1,13.55,10.9,3,2.62,1,3,0.52,1,3,0.65,1,3,0.87,1.22,1.58,1.38,,,,,,,,,,,,,,,1.127,,,,,,,,,
Control 2,23-04-2022,2156016WSTA1TL-MCB,4L422022417142215,Cap,,,,,,,,,,,,,,,,58,64,63,10.9,14.1,13.55,10.9,3,2.62,1,3,0.52,1,3,0.65,1,3,0.87,1.22,1.58,1.38,,,,,,,,,,,,,,,1.127,,,,,,,,,
Control 2,20-04-2022,2156016WSTA1TL-MCB,4L42202241621840,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,14.6,12.5,,,,,,,,,,,,0.67,0.93,0.83,,,,,,,,,,66.5,72.5,68.6,,,,,,,,,,,,
Control 2,21-04-2022,2156016WSTA1TL-MCB,4L42202241621840,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,14.6,12.5,,,,,,,,,,,,0.67,0.93,0.83,,,,,,,,,,66.5,72.5,68.6,,,,,,,,,,,,
Control 2,20-04-2022,2156016WSTA1TL-MCB,4L42202241833837,Cap,,,,,,,,,,,,,,,,,,,10,14,12.81,10,3,2.11,1,3,0.37,1,3,0.43,1,3,0.55,0.66,0.9,0.75,,,,,,,,,,,,,,,,,,,,,,,,
Control 2,21-04-2022,2156016WSTA1TL-MCB,4L42202241833837,Cap,,,,,,,,,,,,,,,,,,,10,14,12.81,10,3,2.11,1,3,0.37,1,3,0.43,1,3,0.55,0.66,0.9,0.75,,,,,,,,,,,,,,,,,,,,,,,,
Control 2,20-04-2022,2156016WSTA1TL-MCB,4L422022418610,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,10.78,8.5,,,,,,,,,,,,1.1,1.34,1.24,,,,,,,,,,,,,1.087,1.107,1.092,,,,,,,,,
Control 2,21-04-2022,2156016WSTA1TL-MCB,4L422022418610,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,10.78,8.5,,,,,,,,,,,,1.1,1.34,1.24,,,,,,,,,,,,,1.087,1.107,1.092,,,,,,,,,
Control 2,21-04-2022,2156016WSTA1TL-MCB,4L42202241855943,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,10.67,8.5,,,,,,,,,,,,1.1,1.34,1.25,,,,,,,,,,,,,1.087,1.107,1.101,,,,,,,,,
Control 2,21-04-2022,2156016WSTA1TL-MCB,4L422022420201913,Cap,,,,,,,,,,,,,,,,,,,12,16,14.71,12,4,2.47,1,4,0.66,1,3,0.75,1,3,1,1.4,1.8,1.7,,,,,,,,,,46.5,52.5,49.55,1.144,1.164,1.151,,,,,,,,,
Control 2,21-04-2022,2156016WSTA1TL-MCB,4L422022420195251,Cap,,,,,,,,,,,,,,,,,,,12,16,15.35,12,4,2.58,1,4,0.65,1,3,0.73,1,3,0.99,1.4,1.8,1.67,1,3,68.5,,,,48,58,53.7,46.5,52.5,49.34,1.144,1.164,1.148,13.5,18.5,16.2,10.5,14.5,12.78,,,
Control 2,21-04-2022,2156016WSTA1TL-MCB,4L4220224201496,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,14.92,12.5,,,,,,,,,,,,0.67,0.93,0.83,,,,,,,,,,66.5,72.5,69.17,,,,,,,,,,,,
Control 2,22-04-2022,2156016WSTA1TL-MCB,4L4220224201496,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,14.92,12.5,,,,,,,,,,,,0.67,0.93,0.83,,,,,,,,,,66.5,72.5,69.17,,,,,,,,,,,,
Control 2,21-04-2022,2156016WSTA1TL-MCB,4L42202242191852,Cap,,,,,,,,,,4,0,9.97,,,,,,,12,16,15.28,12,4,2.53,1,4,0.66,1,3,0.74,1,3,0.99,1.4,1.8,1.63,,,,,,,,,,46.5,52.5,49.55,1.144,1.164,1.151,,,,,,,,,
Control 2,22-04-2022,2156016WSTA1TL-MCB,4L42202242191852,Cap,,,,,,,,,,4,0,9.97,,,,,,,12,16,15.28,12,4,2.53,1,4,0.66,1,3,0.74,1,3,0.99,1.4,1.8,1.63,,,,,,,,,,46.5,52.5,49.55,1.144,1.164,1.151,,,,,,,,,
Control 2,23-04-2022,2156016WSTA1TL-MCB,4L42202242191852,Cap,,,,,,,,,,4,0,9.97,,,,,,,12,16,15.28,12,4,2.53,1,4,0.66,1,3,0.74,1,3,0.99,1.4,1.8,1.63,,,,,,,,,,46.5,52.5,49.55,1.144,1.164,1.151,,,,,,,,,
Control 2,21-04-2022,2156016WSTA1TL-MCB,4L42202242192117,Cap,340,540,395.847,90,131,103.447,1200,1700,1326.07,,,,430,580,529.64,64,74,68,12,16,15.2,12,4,2.5,1,4,0.65,1,3,0.72,1,3,0.96,1.4,1.8,1.53,1,3,66.6,,,,48,58,52.9,46.5,52.5,49.64,1.144,1.164,1.148,13.5,18.5,16.32,10.5,14.5,12.92,2450,3250,2751.91
Control 2,22-04-2022,2156016WSTA1TL-MCB,4L42202242192117,Cap,340,540,395.847,90,131,103.447,1200,1700,1326.07,,,,430,580,529.64,64,74,68,12,16,15.2,12,4,2.5,1,4,0.65,1,3,0.72,1,3,0.96,1.4,1.8,1.53,1,3,66.6,,,,48,58,52.9,46.5,52.5,49.64,1.144,1.164,1.148,13.5,18.5,16.32,10.5,14.5,12.92,2450,3250,2751.91
Control 2,21-04-2022,2156016WSTA1TL-MCB,4L42202242191440,Cap,,,,,,,,,,4,0,9.9,,,,,,,12,16,15.36,12,4,2.52,1,4,0.65,1,3,0.73,1,3,0.98,1.4,1.8,1.59,,,,,,,,,,46.5,52.5,49.88,1.144,1.164,1.149,,,,,,,,,
Control 2,22-04-2022,2156016WSTA1TL-MCB,4L42202242191440,Cap,,,,,,,,,,4,0,9.9,,,,,,,12,16,15.36,12,4,2.52,1,4,0.65,1,3,0.73,1,3,0.98,1.4,1.8,1.59,,,,,,,,,,46.5,52.5,49.88,1.144,1.164,1.149,,,,,,,,,
Control 2,21-04-2022,2156016WSTA1TL-MCB,4L42202242193611,Cap,,,,,,,,,,,,,,,,,,,12,16,15.57,12,4,2.59,1,4,0.66,1,3,0.74,1,3,0.99,1.4,1.8,1.63,,,,,,,,,,46.5,52.5,49.46,1.144,1.164,1.147,,,,,,,,,
Control 2,22-04-2022,2156016WSTA1TL-MCB,4L42202242193611,Cap,,,,,,,,,,,,,,,,,,,12,16,15.57,12,4,2.59,1,4,0.66,1,3,0.74,1,3,0.99,1.4,1.8,1.63,,,,,,,,,,46.5,52.5,49.46,1.144,1.164,1.147,,,,,,,,,
Control 2,23-04-2022,2156016WSTA1TL-MCB,4L42202242193611,Cap,,,,,,,,,,,,,,,,,,,12,16,15.57,12,4,2.59,1,4,0.66,1,3,0.74,1,3,0.99,1.4,1.8,1.63,,,,,,,,,,46.5,52.5,49.46,1.144,1.164,1.147,,,,,,,,,
Control 2,21-04-2022,2156016WSTA1TL-MCB,4L42202242194259,Cap,,,,,,,,,,,,,,,,,,,12,16,15.35,12,4,2.58,1,4,0.65,1,3,0.73,1,3,0.99,1.4,1.8,1.66,,,,,,,,,,46.5,52.5,49.61,1.144,1.164,1.149,,,,,,,,,
